tic,SP_ENTITY_NAME,SP_ENTITY_ID,SP_BUSINESS_DESCRIPTION,SP_LONG_BUSINESS_DESCRIPTION,SP_TOPICTAG,SP_TICKER,SP_EXCHANGE_TICKER,SP_COMPANY_NAME,_merge,YH_BUS_DESC,SA_BUS_DESC
WFRD,Weatherford International plc (NASDAQGS:WFRD),4091447.0,"Weatherford International plc, an energy services company, provides equipment and services for the d","Weatherford International plc, together with its subsidiaries, operates as a global energy services ",Industrial Automation; Sensors; Artificial Intelligence,WFRD,NASDAQGS:WFRD,Weatherford International plc,both,"Weatherford International plc, an energy services company, provides equipment and services for the d","Weatherford International plc, an energy services company, provides equipment and services for the d"
SIX,Six Flags Entertainment Corporation (NYSE:SIX),4074603.0,"As of July 1, 2024, Six Flags Entertainment Corporation was acquired by Cedar Fair, L.P. Six Flags E","Six Flags Entertainment Corporation owns and operates regional theme parks and water parks.

The com",Energy Storage; Tourism; Utility Scale Solar,SIX,NYSE:SIX,Six Flags Entertainment Corporation,both,nan,nan
AVA,Avista Corporation (NYSE:AVA),4057075.0,"Avista Corporation, together with its subsidiaries, operates as an electric and natural gas utility ",Avista Corporation (Avista Corp. or Avista) operates as an electric and natural gas utility with cer,Clean Energy; Energy Efficiency; Energy Management; Energy Storage; Smart Energy; Biomass Energy; Power Grid; Onshore and Offshore Wind,AVA,NYSE:AVA,Avista Corporation,both,"Avista Corporation, together with its subsidiaries, operates as an electric and natural gas utility ","Avista Corporation, together with its subsidiaries, operates as an electric and natural gas utility "
CMS,CMS Energy Corporation (NYSE:CMS),4004172.0,CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates thr,"CMS Energy Corporation (CMS Energy) operates as an energy company primarily in Michigan.

The compan",Clean Energy; Energy Efficiency; Energy Management; Energy Storage; Power Grid; ClimateTech,CMS,NYSE:CMS,CMS Energy Corporation,both,CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates thr,CMS Energy Corporation operates as an energy company primarily in Michigan. The company operates thr
CBOE,"Cboe Global Markets, Inc. (BATS:CBOE)",4253262.0,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It o","Cboe Global Markets, Inc., through its subsidiaries (Cboe), operates as an options exchange worldwid",Data Integration; Digital Asset Management; Data Protection; Cryptocurrency; Digital Brokerage,CBOE,BATS:CBOE,"Cboe Global Markets, Inc.",both,"Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It o","Cboe Global Markets, Inc., through its subsidiaries, operates as an options exchange worldwide. It o"
CVS,CVS Health Corporation (NYSE:CVS),4206348.0,CVS Health Corporation provides health solutions in the United States. It operates through Health Ca,"CVS Health Corporation, together with its subsidiaries (collectively, CVS Health), is a leading dive",Lifestyle; MHealth,CVS,NYSE:CVS,CVS Health Corporation,both,CVS Health Corporation provides health solutions in the United States. It operates through Health Ca,CVS Health Corporation provides health solutions in the United States. It operates through Health Ca
ICE,"Intercontinental Exchange, Inc. (NYSE:ICE)",4099823.0,"Intercontinental Exchange, Inc., together with its subsidiaries, engages in the provision of market ",nan,Data Integration; Fintech; Data Protection; Cloud Data Services; Cloud Infrastructure; Process Automation; Digital Brokerage,ICE,NYSE:ICE,"Intercontinental Exchange, Inc.",both,"Intercontinental Exchange, Inc., together with its subsidiaries, engages in the provision of market ","Intercontinental Exchange, Inc., together with its subsidiaries, engages in the provision of market "
ADM,Archer-Daniels-Midland Company (NYSE:ADM),4044801.0,"Archer-Daniels-Midland Company engages in the procurement, transportation, storage, processing, and ",Archer-Daniels-Midland Company (ADM) principally engages in merchandising and transporting agricultu,Animal Feed; Farming; Livestock; Biofuel; Biomass Energy; Alternative Protein; Anaerobic Digestion,ADM,NYSE:ADM,Archer-Daniels-Midland Company,both,"Archer-Daniels-Midland Company engages in the procurement, transportation, storage, processing, and ","Archer-Daniels-Midland Company engages in the procurement, transportation, storage, processing, and "
JHG,Janus Henderson Group plc (NYSE:JHG),4147331.0,"Janus Henderson Group plc is an asset management holding entity. Through its subsidiaries, the firm ",nan,,JHG,NYSE:JHG,Janus Henderson Group plc,both,"Janus Henderson Group plc is an asset management holding entity. Through its subsidiaries, the firm ","Janus Henderson Group plc is an asset management holding entity. Through its subsidiaries, the firm "
TPC,Tutor Perini Corporation (NYSE:TPC),4990006.0,"Tutor Perini Corporation, a construction company, provides diversified general contracting, construc",Tutor Perini Corporation and its consolidated subsidiaries (Tutor Perini) operate as a construction ,Industrial Automation,TPC,NYSE:TPC,Tutor Perini Corporation,both,"Tutor Perini Corporation, a construction company, provides diversified general contracting, construc","Tutor Perini Corporation, a construction company, provides diversified general contracting, construc"
VSTO,Vista Outdoor Inc. (NYSE:VSTO),4564156.0,"Vista Outdoor Inc. designs, develops, distributes, and manufactures ammunition, primers, and compone","Vista Outdoor Inc. (Vista Outdoor) is a global designer, manufacturer, and marketer of outdoor recre",Micro-Mobility; Amateur Sports,VSTO,NYSE:VSTO,Vista Outdoor Inc.,both,nan,nan
KAMN,Kaman Corporation (NYSE:KAMN),4988951.0,"Kaman Corporation, together with its subsidiaries, operates in the aerospace, defense, medical, and ",Kaman Corporation operates as a diversified company that conducts business in the aerospace and defe,Drone Management; Industrial Automation,KAMN,NYSE:KAMN,Kaman Corporation,both,nan,nan
UTHR,United Therapeutics Corporation (NASDAQGS:UTHR),4437855.0,"United Therapeutics Corporation, a biotechnology company, engages in the development and commerciali","United Therapeutics Corporation, a biotechnology company, focuses on the development and commerciali",Health Diagnostics; Cardiovascular; Immunology; Infectious Diseases; Oncology; Pulmonology; Respiratory; Utility Scale Solar,UTHR,NASDAQGS:UTHR,United Therapeutics Corporation,both,"United Therapeutics Corporation, a biotechnology company, engages in the development and commerciali","United Therapeutics Corporation, a biotechnology company, engages in the development and commerciali"
MAA,"Mid-America Apartment Communities, Inc. (NYSE:MAA)",103123.0,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle a",nan,,MAA,NYSE:MAA,"Mid-America Apartment Communities, Inc.",both,"MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle a","MAA, an S&P 500 company, is a real estate investment trust (REIT) focused on delivering full-cycle a"
RUTH,"Ruth's Hospitality Group, Inc. (NASDAQGM:RUTH)",4070641.0,"Ruth's Hospitality Group, Inc., together with its subsidiaries, develops, operates, and franchises f","Ruth’s Hospitality Group, Inc. develops and operates fine dining restaurants under the trade name Ru",,RUTH,NASDAQGM:RUTH,"Ruth's Hospitality Group, Inc.",both,nan,nan
MET,"MetLife, Inc. (NYSE:MET)",4051708.0,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and a","MetLife, Inc. (MetLife) operates as a financial services company worldwide.

The company provides in",Consumer Lending; Employee Benefits; End-of-Life Planning; Utility Scale Solar,MET,NYSE:MET,"MetLife, Inc.",both,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and a","MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and a"
WST,"West Pharmaceutical Services, Inc. (NYSE:WST)",4102413.0,"West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems","West Pharmaceutical Services, Inc. is a leading global manufacturer in the design and production of ",Health Diagnostics; Pain Management; Respiratory,WST,NYSE:WST,"West Pharmaceutical Services, Inc.",both,"West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems","West Pharmaceutical Services, Inc. designs, manufactures, and sells containment and delivery systems"
